,SSP1,SSP2,SSP3,SSP4,SSP5
0,5861.918698730862,5598.815347043888,5392.930989043953,5597.08859689941,6077.296918979833
1,5230.952408037822,4919.629866478846,4600.267252738139,4795.443008404821,5501.215491321952
2,3232.1002339863326,3110.2034406267026,2949.353719428882,3186.1792943946825,3493.1971180847104
3,7681.0158870788955,7424.368262595989,7232.918932689559,7398.137650815162,7871.116133530639
4,2238.335251928773,1961.5058906903785,1731.1519725484102,1915.3148355413173,2499.4124590645
5,3416.2750236311617,3785.8633247858884,4463.587801201176,3467.5935421033973,3269.474372364539
6,7593.465284043149,7285.37896497345,7044.7784366594715,7519.548308654094,8003.93010647673
7,3798.6979913638474,4250.869547607152,4930.417094799051,4881.795465630812,3737.75576942225
8,7319.730930244817,6800.317452599712,6398.787839875314,6796.89226386414,7751.52078618369
9,9146.412334093297,8502.419793328867,8004.454167407628,8498.173770958301,9681.588847469797
10,4714.462739194977,4569.317922019416,4370.210251815565,4659.816583932138,5020.330092696991
11,6676.482004008621,7540.288889135269,8762.988420241012,6478.327929144647,6667.059984827167
12,5021.338003869198,4820.522201503465,4644.773386568654,4785.455186395136,5201.596880105901
13,2052.3362804571307,2201.1964229352484,2387.707187166875,2092.2012284579437,2049.594836424858
14,3600.2595432877106,3573.6484913591135,3551.6212562770033,3593.9714145478383,3633.3806869991436
15,2137.8386776654806,2203.339908413743,2287.271025350074,2121.9858822505603,2137.0904694724304
16,6177.048546575083,5916.1178002316465,5562.682933814055,6078.489281894523,6735.713075185385
17,3297.325482401446,3140.188768379202,3020.1464984393474,3139.7420406345027,3425.7140697929767
18,1625.0774488573004,1590.6333347825744,1564.2527418191087,1590.4783569512585,1653.1262293929326
19,2615.265521373291,2540.4016663971292,2483.2157130684886,2540.0644058941175,2676.4579411851464
20,2737.9724772750665,2651.6660740621346,2500.538212222062,2561.944314793276,2886.4304771620555
21,5709.8232501711145,5630.863111055717,5547.981358867154,5598.623902878746,5777.50828935414
22,2849.3085745844955,2849.7966324310237,2856.3929066334545,2741.3149905736163,2911.2614947468783
23,3203.7793406058786,3197.259716300536,3211.676703877178,3143.9059893476597,3227.573451102087
24,1892.896544777598,1859.3278405398792,1833.5861916388055,1859.1768606298424,1920.1850344424502
25,2341.0697831534385,2409.501028937213,2497.0959384020607,2323.4702436654297,2365.7722402183012
26,3178.4226965313674,3338.769127926222,3478.3371052404855,3103.560014563628,3181.299098773375
27,2246.4539799478302,2222.4821934164925,2201.1570978057193,2218.23265938164,2267.615528112823
28,3297.259394314454,3471.654942073615,3700.3712519060123,3255.573409547167,3295.2885226104086
29,2187.7629915245307,2156.3949347913945,2132.312031903794,2156.253890769364,2213.2192709985848
30,2194.0,2194.0,2194.0,2194.0,2194.0
31,1728.522512921951,1707.6235726062052,1692.240397421085,1696.0840957988469,1752.0277142035577
32,1373.7161807459058,1489.5176200327078,1636.2810922682074,1404.6026310923828,1371.5952091611384
33,1056.4432457524936,1080.7149978113814,1111.5646531708217,1050.5434019128386,1056.1649576555924
34,3260.1620274202846,3173.407299157547,3053.4619126504663,3227.5885231854527,3441.146030900633
35,2597.1495555408655,2499.640231625682,2425.396093393323,2499.199975108171,2677.213708112771
36,4817.723983799259,4689.731626470941,4327.091375706019,4089.5335890400806,5304.167258930631
37,3766.874179118024,3812.59648518341,3922.609839210914,3705.936444028374,3790.078213358627
38,974.0,974.0,974.0,974.0,974.0
39,1081.8593430414915,1053.3969444175698,1002.9524529761335,1023.184396302133,1131.3485920728017
40,3696.4701691565842,3899.689877456629,3909.8601623503764,3489.4293590141324,4015.4887521772716
