,SSP1,SSP2,SSP3,SSP4,SSP5
0,5857.215832110738,5595.240448838273,5390.224056376551,5593.521121024052,6071.651114845787
1,5240.646081934063,4927.134372348977,4605.588535908653,4802.092125192426,5512.858315233264
2,3230.2982115246423,3108.776128669965,2948.4075527973287,3184.5194837449103,3490.56489285983
3,7689.858947401469,7430.986386693567,7237.899446717468,7404.531311439526,7881.632260930736
4,2238.8734253948505,1961.8716102362935,1731.3811696193375,1915.653020648242,2500.120772992702
5,3416.2750236311617,3785.8633247858884,4463.587801201176,3467.5935421033973,3269.474372364539
6,7599.296285097236,7288.560414951084,7045.945191039454,7524.736306156175,8013.404632093509
7,3799.392751845753,4251.943024186809,4932.113225576632,4883.44507516944,3738.401872251034
8,7304.46875727227,6788.967875213849,6390.389266115226,6785.568872470576,7732.906931883232
9,9148.722449238203,8504.138182526374,8005.726144839715,8499.888201039865,9684.405703288223
10,4738.724543235769,4588.744714805285,4383.199515877496,4682.2442532546165,5055.156957747558
11,6674.950486727823,7537.192132232205,8757.435150944868,6477.134304761633,6665.544672696884
12,5048.730064616092,4840.423044242981,4658.249410093779,4804.0719030036635,5235.8495295781095
13,2067.5044642533812,2226.725199915456,2427.0924693004913,2110.0781347846023,2064.578345241855
14,3601.3105715103725,3574.2480892441463,3551.849650526801,3594.915475680362,3634.9980963915073
15,2137.3007503750678,2202.3413170074705,2285.663881959232,2121.5576009580236,2136.5577293062615
16,6185.79513283429,5923.048473288623,5567.24655391008,6086.543325598031,6748.530995759945
17,3275.9402409777445,3124.050224489878,3007.9524121617974,3123.6181481811705,3399.955103124642
18,1621.381874273858,1587.7963236228977,1562.068907174669,1587.6452180966235,1648.7248935918126
19,2619.1729746406004,2543.3835971340104,2485.497129837437,2543.0421453484532,2681.1316345158825
20,2765.591158699512,2675.868977162862,2517.533035966814,2580.955778977545,2922.5295893842144
21,5693.955904385811,5618.186540921297,5538.631214680921,5587.243497734799,5758.887309477441
22,2846.9331925548963,2843.952705600954,2847.630832337074,2740.606563434698,2908.7977532222335
23,3207.1988892577415,3201.799810281612,3217.879563614756,3146.6000464675612,3230.9245232447165
24,1906.7335743891483,1869.5792036003393,1841.3965958030894,1869.4032322089784,1937.41346857102
25,2329.498039736633,2353.7590133104986,2388.0472373281104,2290.094451433502,2362.2321198584627
26,3190.919949090402,3349.055928748971,3486.8392317894936,3113.0373019218255,3196.058524601771
27,2248.326770689375,2223.8740663447998,2202.1235877035174,2219.539728920696,2269.915355951772
28,3296.902669362263,3470.979355045438,3699.256024996912,3255.2908048978225,3294.9353157756527
29,2182.798729017591,2152.5643019463,2129.347778564036,2152.428359232949,2207.329066446938
30,2194.0,2194.0,2194.0,2194.0,2194.0
31,1729.1907706337056,1705.7673696446925,1688.2848397183739,1697.096125831549,1753.108932932438
32,1368.3196853341483,1480.3663086881338,1622.039211079292,1398.22938593735,1366.2651872329202
33,1056.533202992665,1080.8808532866706,1111.8292743929273,1050.6151449179906,1056.2540542097327
34,3224.8715372230486,3144.9803428669247,3034.2943884646434,3194.891103897915,3391.105327217117
35,2580.702372779984,2487.166444874232,2415.91396188047,2486.7442867255495,2657.453142088718
36,4830.137079107048,4702.991917962665,4338.553793654505,4094.3851422028083,5321.147501618179
37,3726.4174845955204,3757.4338643151054,3842.0853224008833,3669.014941161658,3751.108334961394
38,974.0,974.0,974.0,974.0,974.0
39,1085.9244705695996,1056.9701610846237,1005.6665056606745,1026.2415302846389,1136.2863496394878
40,3445.5602134464334,4054.233532851019,4473.193196651198,3382.244697563191,3842.325108136129
41,4097.126267410656,4036.1387956665444,3641.7825410889727,3836.78391955729,4479.558940979346
42,3196.402580445159,3092.484083995233,2616.43592707842,2859.940353182658,3690.42359028887
43,1152.3730076601912,1063.5685316496724,1030.0,1033.0359098724775,1647.7248978543448
44,5120.354046389041,4883.600937589604,4399.051474016414,4311.912936225187,5701.884205767217
45,794.1099590047174,780.0102542952656,765.3374863901907,774.6181907394399,808.9975449675422
46,4120.463841055118,3378.904693217155,1673.3609725956214,2523.85684857835,9288.191600428236
47,3520.719982875881,3672.875177027504,3896.934952326716,3461.8926724680364,3555.9156589417244
48,610.0189199548439,603.3750771327515,595.8453783052935,603.0039926267362,617.1444617697076
49,2885.7346432771633,2727.7445559171715,2587.378197392616,2463.0472370769244,3145.192763683105
50,1167.055356959877,1207.5607537681312,1278.1460237234603,1155.9813754984343,1171.505996689788
51,2602.4676138991804,3399.3090265166093,4378.022936177119,4431.2249560026385,2630.248990431383
52,852.7099780060483,839.7233965924072,812.0493525014102,846.6351755715054,881.2584579607164
53,752.0226251323629,692.9493587448239,625.0557665046688,646.1201767756496,790.8733353514125
54,896.3042868642314,893.9988148123898,895.4385058127361,908.5820052363549,917.0031420908063
55,1150.4452348314212,1119.7146548527178,1126.8055668225477,1101.3279805476689,1169.263334647395
56,1265.387020925492,1246.9753330319138,1227.9440377795736,1249.6461250424395,1274.2351435878898
57,3580.5667712835157,3429.1636354073835,3190.9736200810626,3329.7148005942777,3856.303142234195
58,13384.988957188205,8305.33138657863,5509.089597170586,4602.885221440178,18098.495030569524
59,2046.0067973467155,2843.4103960140656,4693.970507304868,4558.824772126176,1951.2521421076885
60,2093.5014847259677,2693.8215769184058,3553.57690524582,3504.0870259315543,2033.7795275817298
61,985.8290515937006,902.162603152301,844.5525391267537,806.1970811578512,1096.965339221707
62,2340.3494207322274,2207.235803849935,2039.8154987848548,2125.370001081729,2456.5238004635266
63,595.118398719903,581.6273542021319,570.3959118288107,580.7229740009259,606.0258690792849
64,1814.531299812518,1879.7564098135726,2013.225825302403,1900.7159588712707,1901.642876067749
65,1554.5641282049971,1126.0979539780933,872.0004347042137,800.431834229984,1855.32756305871
66,1134.68812637278,1258.1034225643461,1427.3505686668714,1138.5015634609592,1147.7566774873633
67,582.888955108813,664.1513498262491,817.2323289060755,793.792852784999,580.0469661489711
68,2750.3371775026103,2535.67914320795,2011.925108352705,2187.6718034609726,3728.716378124036
69,996.5246293813091,1122.5166649473456,1339.0357467513181,1299.6915371051728,950.3528389982541
70,685.9514355130366,715.8149895971934,788.1284394373827,678.3823307885174,689.6843494600633
71,515.2901496581937,686.8693651237735,980.0034269303655,928.4574754348041,473.66131276078835
72,1925.3440765302198,1553.3404388967851,1328.2229335206398,1044.4811585280786,1912.9649293779896
73,853.007407779769,885.9681313127285,931.2983038777489,825.8306195856212,871.8495445300118
74,1065.0,1065.0,1065.0,1065.0,1065.0
75,2771.5046299765404,3427.1360431127746,3950.4464989030903,4074.337793780585,2844.2012332928975
76,744.2744995816533,644.0,644.0,644.0,1592.8300968056897
77,224.7979744969566,267.5583296126795,362.2523714192759,334.46510229729984,208.88245578517183
78,1357.6189386152123,1345.0277638927223,1595.9369842826839,1358.3941508965368,1274.732024666874
79,957.0500296494936,1016.660194363775,1143.2443599740934,904.3104344915444,964.6189364229052
80,581.3490440446527,570.895009027918,540.4747139218279,562.18158211219,622.9568711286603
81,1025.499779017449,993.2580618627048,902.3600609075467,999.7127244907863,1113.7982915842902
82,496.0,496.0,496.0,496.0,496.0
83,581.3971353266481,684.4038082475417,785.470861011906,560.2744399797446,614.8905027758092
84,882.1497583041607,872.2382196250293,827.3554283067228,869.9864951185103,922.0888163045211
85,1377.7540119079952,1370.0303484272295,1298.5439820481574,1417.767874163657,1508.651113789478
86,349.2348841166902,348.6112700814516,347.8952582883366,348.44367600298983,349.9522059803159
87,195.98210851961196,198.2549752317377,193.1109305998837,196.3828718239841,201.37550955627532
88,328.0,328.0,328.0,328.0,328.0
89,517.0,517.0,517.0,517.0,517.0
90,389.0,389.0,389.0,389.0,389.0
91,2061.5182481550446,2035.0139377851963,1724.6853868596777,1913.6802371936406,2392.639938780935
92,20236.630002816546,9998.741681465308,5842.82329963759,4797.302459259195,28619.28253840134
93,378.8499171836999,376.2087531858495,372.00623028852397,375.29024764867273,382.27104885063596
94,1176.1576027778378,1594.4720335860902,2326.856192781973,2197.190749341029,1097.8502624580763
95,1056.4397458114765,984.5419592214848,962.3261618265303,861.3162762538667,1046.0519786115383
96,491.41001051127023,453.2327612829752,425.58972386407817,391.7537661485528,504.87409319789936
97,662.8762254444677,734.5135246149306,857.3898837788452,656.3162141534712,657.7218750905957
98,849.1385947013845,825.5415973913949,734.1173097725183,784.9449544543484,952.3196706120681
99,1154.4514820966551,1161.1100809774202,1104.54800048053,1136.0297075515264,1214.1139156548375
100,571.0396626958419,525.4860667951132,401.39956791489965,434.09926807823456,767.9531903591628
101,589.1781455355191,566.0426824546502,397.01228170797066,498.6974059294626,769.5810097611422
102,2220.9911733915646,2465.8054039522312,2627.052214253959,2293.055891463981,2353.5628416639825
103,717.3885889683793,712.7002190431102,658.2100399796167,701.0090083282302,774.2327077144789
104,285.0,285.0,285.0,285.0,285.0
105,268.70121939980163,264.029948927066,261.60635314527275,264.1516402534264,270.4617207649961
106,406.28568818351306,403.7446607515377,401.35627205110495,402.5329356553187,408.00450711350237
107,260.7429448959956,273.0315331964027,292.33152742855856,253.961150515156,262.6278969993287
108,308.30447505276067,308.22794694647143,314.45355042710526,308.2278999811245,308.3409000312634
109,5587.482140994405,5149.393268943301,4995.442227341279,5092.561483624977,5703.98497587022
110,154.0,154.0,154.0,154.0,154.0
111,221.0,221.0,221.0,221.0,221.0
112,137.0,137.0,137.0,137.0,137.0
113,2097.11010337314,2181.3582836237174,3388.3637453559477,2109.910326185607,2077.611608841218
