,SSP1,SSP2,SSP3,SSP4,SSP5
43,1050.4882965910592,1040.7391078309877,1030.0,1032.428012876635,1076.0564172129084
44,3221.076254944159,3213.4124965524243,3176.1037828356725,3184.6141806000046,3241.4419602784797
45,730.0265846080858,729.5834409936976,729.3044047994753,729.1882979030071,730.7794383074811
46,1814.4955618160745,1789.734626614903,1655.0943041872583,1759.7170916013608,1925.9188283287897
47,3053.833937348263,3068.363992850179,3087.0966620579356,3058.877980261626,3050.8111189350457
48,583.25372885756,583.0961703843154,582.9581009892919,583.010811670967,583.4289331566513
49,1208.3634744460485,1215.167464134926,1220.2638865588528,1217.3336076343485,1210.776635779477
50,1015.4563695910413,1020.2454321589472,1026.8427724616772,1016.8895776583014,1014.8369388764771
51,1298.3961855956027,1325.676187300134,1350.1443638576545,1352.5309501945544,1300.2746879924919
52,774.6650243672245,773.3328745448725,771.5309593799115,774.1383654237918,776.801418321369
53,449.9364877038705,447.5929654604763,445.9269772500872,445.6184136158497,451.2234510743526
54,852.5387966835585,852.5609036452468,852.5372634017552,853.4235747782317,853.6675327333696
55,942.1813707188836,941.519146888529,944.4541042881674,939.676880634235,941.890548318766
56,1146.8006839543752,1146.4357928649772,1146.4099422484612,1145.63723781736,1146.4234226629785
57,2331.3900413276383,2325.1818176155825,2318.673769681795,2317.0307937729503,2340.1209087400184
58,631.7128898992463,628.4906819875557,624.361051656957,621.7054711351318,639.1323310583184
59,1017.3053258937747,1050.4099431300979,1096.3505076714162,1095.5986191658435,1014.2536514641971
60,1144.678464653219,1174.0293398718188,1194.9775192993322,1194.7401667329016,1142.943886974073
61,385.5250553574326,386.897515746583,389.17756179114133,388.53473996216223,386.52559444367176
62,1664.2658539364074,1659.9358343458057,1654.809039388538,1655.7130384946302,1669.0981675846394
63,553.2409150147596,553.0030722973783,552.9439945246567,552.8967188507446,553.4317196662253
64,649.1684663737549,656.3461425846323,664.3755374664662,661.6469245203004,649.8009998984039
65,386.08123205550567,377.8529479788371,375.6673553494,374.6474687618786,388.897336464834
66,996.5495683881384,1006.3453410570951,1016.6754399004304,1000.0735306775314,997.580470495477
67,290.37635998761596,295.2327236049944,302.7394167195442,302.1020980814709,289.91968256532573
68,2048.201965812183,2037.6989630362416,1989.5097621780274,2018.067712275572,2085.6799863080328
69,860.383835514329,870.421479400824,884.6306314829939,882.7258153685912,857.837300640821
70,542.7563931664548,546.033525247016,552.4350543749039,544.1914002297958,542.1566459687604
71,340.4491122403434,350.3064616375734,362.4313751011665,360.6784267726644,338.33090619849213
72,312.57271840176526,308.4359569671835,308.2721740816064,303.04517041627093,311.9900478793978
73,667.7654094594651,671.0314358208379,674.6752559603872,666.4287286315746,668.4515185038989
74,1065.0,1065.0,1065.0,1065.0,1065.0
75,1063.0481027152641,1086.9101447933929,1096.4336131779871,1101.067878732798,1066.143607416476
76,651.1013146258086,644.0,644.0,644.0,684.45935558294
77,193.52689102552205,196.5411357904675,201.6058097604491,200.34944828566017,192.3186287425621
78,788.5176995454431,792.5495378393838,809.4032877584095,798.6071601795708,778.7525308916441
79,639.9551245950405,644.3607878943749,653.6306497789097,638.8123931137939,637.7806200443713
80,523.297138993637,522.2813302294212,518.6118503570309,521.7848175544448,526.6122652679605
81,843.0071021941641,842.2166175087074,839.1866737180989,841.9712764866854,845.0734392385169
82,496.0,496.0,496.0,496.0,496.0
83,476.8989023300607,486.4007421018527,491.29609990266596,476.6234763043821,479.3995450223031
84,777.2644598294356,776.727666577789,774.9087802337759,776.4407383278369,778.2962358973498
85,810.6291511746585,812.6090626256706,810.1501175897681,815.1215820675849,816.614747275897
86,346.5106596551645,346.46155975447937,346.4206760476463,346.4407707943949,346.56319987905783
87,180.5275838175054,180.71485167959887,180.09905944344197,180.5985663609546,181.2739019919773
88,328.0,328.0,328.0,328.0,328.0
89,517.0,517.0,517.0,517.0,517.0
90,389.0,389.0,389.0,389.0,389.0
91,1259.9360417600165,1260.1855251700024,1243.0496998371211,1253.5207683956369,1275.8354489515234
92,1214.553848396038,1177.444954055721,1157.1301070575782,1152.0201434412231,1239.1202065648358
93,364.6262666841796,364.56745494844114,364.53253391092693,364.5387190756568,364.68233678202677
94,722.2137648679052,741.7898167123593,763.7152913303884,760.6525779787542,718.6332759303743
95,774.949626436166,775.2526463747796,779.9565124816705,773.4459672766286,771.0839254644087
96,319.3824940229163,318.3366396893743,318.36606101253085,316.02963362112683,319.46139312893115
97,585.6418373558115,591.7026085098328,598.8696554495259,586.3114537778638,584.7915203994214
98,719.9616853776424,718.1393971575503,710.8676402333718,715.77268232732,725.9942986924541
99,1025.2820838878301,1025.1860592696917,1020.7889040254576,1023.4815204370913,1029.3356990858517
100,410.5524482743178,407.7275203490886,397.64039672986706,403.4153329404576,418.37778479957
101,359.7199131517847,358.49995830085356,349.86075829640737,355.8184985120776,367.28488744538896
102,1763.2557684175365,1779.1920839544296,1788.8493082384248,1774.6208997136052,1772.5305398500702
103,606.6849585414827,606.0374275471231,602.1613895828283,605.3791206325174,610.5677916161671
104,285.0,285.0,285.0,285.0,285.0
105,251.9090506163897,251.85276739555007,251.97875883185046,251.80923591097036,251.88429799999946
106,393.9572990881754,393.96964491763316,394.0317449819435,393.92908864965113,393.93637859698543
107,207.86163807128744,208.5611767152266,209.9577536793051,207.4213584797821,208.239478373881
108,308.03680688546734,308.0362027534786,310.61531134305943,308.035015093889,308.03603040222754
109,4225.457235204141,4224.357568590397,4239.3948467943965,4212.781190544166,4219.146197516624
110,154.0,154.0,154.0,154.0,154.0
111,221.0,221.0,221.0,221.0,221.0
112,137.0,137.0,137.0,137.0,137.0
113,2016.977758811335,2057.5102454200633,2164.8817942991113,2036.1161335128315,2003.959293911984
